Point;Latitude;Longitude;Contexte;Période;ATX35;ATXND;ATNND;
6193;44.6244;-0.0313;RCP4.5;H1;2.46;26;-10;
6194;44.6265;0.0694;RCP4.5;H1;2.55;27;-10;
6195;44.6285;0.1701;RCP4.5;H1;2.58;27;-10;
6196;44.6305;0.2708;RCP4.5;H1;2.7;27;-11;
6197;44.6323;0.3715;RCP4.5;H1;2.65;27;-10;
6198;44.6341;0.4723;RCP4.5;H1;2.65;28;-11;
6199;44.6357;0.573;RCP4.5;H1;1.25;28;-11;
6200;44.6373;0.6737;RCP4.5;H1;1.25;28;-10;
6201;44.6388;0.7745;RCP4.5;H1;1.24;28;-10;
6202;44.6402;0.8752;RCP4.5;H1;2.64;28;-10;
6203;44.6415;0.976;RCP4.5;H1;2.55;29;-11;
6204;44.6427;1.0768;RCP4.5;H1;2.54;29;-11;
6205;44.6438;1.1775;RCP4.5;H1;3.25;29;-12;
6206;44.6448;1.2783;RCP4.5;H1;3.35;29;-11;
6207;44.6457;1.3791;RCP4.5;H1;3.28;29;-12;
6208;44.6465;1.4799;RCP4.5;H1;2.96;29;-12;
6209;44.6473;1.5806;RCP4.5;H1;3.87;30;-12;
6210;44.6479;1.6814;RCP4.5;H1;3.98;30;-12;
6211;44.6485;1.7822;RCP4.5;H1;4.19;30;-12;
6212;44.6489;1.883;RCP4.5;H1;3.98;30;-13;
6213;44.6493;1.9838;RCP4.5;H1;3.58;30;-13;
6214;44.6496;2.0846;RCP4.5;H1;3.42;30;-12;
6215;44.6498;2.1854;RCP4.5;H1;3.5;30;-12;
6216;44.6499;2.2862;RCP4.5;H1;2.81;31;-12;
6217;44.6499;2.387;RCP4.5;H1;2.67;31;-13;
6218;44.6498;2.4877;RCP4.5;H1;2.77;32;-12;
6219;44.6496;2.5885;RCP4.5;H1;1.29;32;-11;
6220;44.6493;2.6893;RCP4.5;H1;1.3;33;-11;
6221;44.6489;2.7901;RCP4.5;H1;1.05;35;-11;
6222;44.6485;2.8909;RCP4.5;H1;0.03;36;-12;
6223;44.6479;2.9917;RCP4.5;H1;0;37;-12;
6224;44.6473;3.0925;RCP4.5;H1;0.01;39;-12;
6225;44.6465;3.1933;RCP4.5;H1;0.03;37;-12;
6226;44.6457;3.294;RCP4.5;H1;0.08;37;-11;
6227;44.6448;3.3948;RCP4.5;H1;0.13;37;-10;
6228;44.6438;3.4956;RCP4.5;H1;0;39;-10;
6229;44.6427;3.5964;RCP4.5;H1;0;38;-11;
6230;44.6415;3.6971;RCP4.5;H1;0.01;36;-11;
6231;44.6402;3.7979;RCP4.5;H1;0.05;36;-11;
6232;44.6388;3.8986;RCP4.5;H1;0.18;37;-11;
6233;44.6373;3.9994;RCP4.5;H1;0;39;-12;
6234;44.6358;4.1001;RCP4.5;H1;0.01;36;-11;
6235;44.6341;4.2009;RCP4.5;H1;0.89;35;-10;
6236;44.6323;4.3016;RCP4.5;H1;3.6;35;-8;
6237;44.6305;4.4023;RCP4.5;H1;5.52;34;-8;
6238;44.6286;4.503;RCP4.5;H1;2.33;35;-9;
6239;44.6265;4.6038;RCP4.5;H1;2.31;34;-10;
6240;44.6244;4.7045;RCP4.5;H1;4.17;34;-9;
6241;44.6222;4.8052;RCP4.5;H1;4.27;33;-7;
6242;44.6199;4.9058;RCP4.5;H1;4.27;33;-7;
6243;44.6175;5.0065;RCP4.5;H1;3.8;34;-9;
6244;44.615;5.1072;RCP4.5;H1;4.27;35;-9;
6245;44.6124;5.2079;RCP4.5;H1;0.95;35;-10;
6246;44.6098;5.3085;RCP4.5;H1;1.85;35;-10;
6247;44.607;5.4092;RCP4.5;H1;0.89;36;-10;
6248;44.6041;5.5098;RCP4.5;H1;0.93;37;-10;
6249;44.6012;5.6104;RCP4.5;H1;0;40;-10;
6250;44.5981;5.711;RCP4.5;H1;0.43;43;-10;
6251;44.595;5.8116;RCP4.5;H1;0.07;43;-9;
6252;44.5918;5.9122;RCP4.5;H1;0;45;-9;
6253;44.5885;6.0128;RCP4.5;H1;0.09;46;-9;
6254;44.5851;6.1134;RCP4.5;H1;0.36;42;-9;
6255;44.5816;6.2139;RCP4.5;H1;0.1;45;-10;
6256;44.578;6.3144;RCP4.5;H1;1.4;43;-9;
6257;44.5743;6.415;RCP4.5;H1;0;41;-9;
6258;44.5705;6.5155;RCP4.5;H1;0.3;42;-10;
6259;44.5666;6.616;RCP4.5;H1;0;37;-11;
6260;44.5627;6.7165;RCP4.5;H1;0;34;-10;
6261;44.5586;6.8169;RCP4.5;H1;1.21;32;-10;
6324;44.6636;-1.2437;RCP4.5;H1;1.15;19;-8;
6325;44.6668;-1.143;RCP4.5;H1;1.15;20;-8;
6326;44.67;-1.0422;RCP4.5;H1;1.13;21;-8;
6327;44.673;-0.9415;RCP4.5;H1;1.27;24;-9;
6328;44.676;-0.8407;RCP4.5;H1;2.82;24;-9;
6329;44.6789;-0.74;RCP4.5;H1;2.87;25;-9;
6330;44.6816;-0.6392;RCP4.5;H1;2.92;25;-9;
6331;44.6843;-0.5384;RCP4.5;H1;2.75;25;-10;
6332;44.6869;-0.4376;RCP4.5;H1;2.83;25;-9;
6333;44.6894;-0.3368;RCP4.5;H1;2.44;25;-9;
6334;44.6918;-0.236;RCP4.5;H1;2.4;26;-9;
6335;44.6941;-0.1352;RCP4.5;H1;2.37;26;-9;
6336;44.6963;-0.0344;RCP4.5;H1;2.31;27;-9;
6337;44.6984;0.0665;RCP4.5;H1;2.51;27;-10;
6338;44.7005;0.1673;RCP4.5;H1;2.5;27;-10;
6339;44.7024;0.2681;RCP4.5;H1;2.62;28;-10;
6340;44.7042;0.369;RCP4.5;H1;2.8;28;-11;
6341;44.706;0.4699;RCP4.5;H1;2.82;28;-11;
6342;44.7077;0.5707;RCP4.5;H1;2.6;27;-11;
6343;44.7092;0.6716;RCP4.5;H1;2.62;28;-10;
6344;44.7107;0.7725;RCP4.5;H1;2.58;28;-10;
6345;44.7121;0.8734;RCP4.5;H1;2.66;28;-10;
6346;44.7134;0.9743;RCP4.5;H1;2.56;29;-11;
6347;44.7146;1.0751;RCP4.5;H1;2.49;29;-12;
6348;44.7157;1.176;RCP4.5;H1;2.53;28;-11;
6349;44.7167;1.2769;RCP4.5;H1;2.51;28;-11;
6350;44.7176;1.3779;RCP4.5;H1;3.4;29;-11;
6351;44.7185;1.4788;RCP4.5;H1;2.81;29;-12;
6352;44.7192;1.5797;RCP4.5;H1;4.15;30;-12;
6353;44.7199;1.6806;RCP4.5;H1;4.01;30;-12;
6354;44.7204;1.7815;RCP4.5;H1;4.02;31;-12;
6355;44.7209;1.8824;RCP4.5;H1;3.53;31;-13;
6356;44.7213;1.9833;RCP4.5;H1;2.27;31;-13;
6357;44.7215;2.0843;RCP4.5;H1;2.63;32;-13;
6358;44.7217;2.1852;RCP4.5;H1;2.69;32;-12;
6359;44.7218;2.2861;RCP4.5;H1;2.33;31;-13;
6360;44.7218;2.387;RCP4.5;H1;1.7;31;-13;
6361;44.7217;2.4879;RCP4.5;H1;1.23;32;-13;
6362;44.7215;2.5889;RCP4.5;H1;3.33;32;-11;
6363;44.7213;2.6898;RCP4.5;H1;1.69;32;-11;
6364;44.7209;2.7907;RCP4.5;H1;0.73;34;-11;
6365;44.7204;2.8916;RCP4.5;H1;0.01;35;-13;
6366;44.7199;2.9925;RCP4.5;H1;0.01;35;-12;
6367;44.7192;3.0934;RCP4.5;H1;0.03;38;-12;
6368;44.7185;3.1944;RCP4.5;H1;0.03;37;-12;
6369;44.7177;3.2953;RCP4.5;H1;0.22;37;-10;
6370;44.7167;3.3962;RCP4.5;H1;0.22;36;-10;
6371;44.7157;3.4971;RCP4.5;H1;0;37;-11;
6372;44.7146;3.598;RCP4.5;H1;0;37;-11;
6373;44.7134;3.6989;RCP4.5;H1;0.06;35;-10;
6374;44.7121;3.7998;RCP4.5;H1;0.27;36;-10;
6375;44.7107;3.9006;RCP4.5;H1;0;36;-11;
6376;44.7093;4.0015;RCP4.5;H1;0;38;-11;
6377;44.7077;4.1024;RCP4.5;H1;0;38;-11;
6378;44.706;4.2033;RCP4.5;H1;0.83;36;-10;
6379;44.7043;4.3041;RCP4.5;H1;2.1;35;-10;
6380;44.7024;4.405;RCP4.5;H1;2.94;35;-9;
6381;44.7005;4.5058;RCP4.5;H1;1.72;37;-10;
6382;44.6985;4.6067;RCP4.5;H1;2.25;34;-9;
6383;44.6963;4.7075;RCP4.5;H1;4.07;34;-8;
6384;44.6941;4.8083;RCP4.5;H1;3.63;34;-8;
6385;44.6918;4.9091;RCP4.5;H1;2.88;34;-9;
6386;44.6894;5.0099;RCP4.5;H1;3.13;34;-9;
6387;44.6869;5.1107;RCP4.5;H1;4.98;34;-9;
6388;44.6843;5.2115;RCP4.5;H1;4.25;35;-10;
6389;44.6817;5.3123;RCP4.5;H1;2.21;35;-10;
6390;44.6789;5.4131;RCP4.5;H1;4.43;37;-10;
6391;44.676;5.5139;RCP4.5;H1;0.89;37;-10;
6392;44.6731;5.6146;RCP4.5;H1;0.07;40;-9;
6393;44.67;5.7153;RCP4.5;H1;0;40;-10;
6394;44.6669;5.8161;RCP4.5;H1;0;42;-8;
6395;44.6637;5.9168;RCP4.5;H1;0;40;-9;
6396;44.6603;6.0175;RCP4.5;H1;0;43;-9;
6397;44.6569;6.1182;RCP4.5;H1;0.17;42;-10;
6398;44.6534;6.2189;RCP4.5;H1;0;43;-9;
6399;44.6498;6.3195;RCP4.5;H1;0;41;-10;
6400;44.6461;6.4202;RCP4.5;H1;0;36;-10;
6401;44.6423;6.5208;RCP4.5;H1;0;41;-9;
6402;44.6385;6.6215;RCP4.5;H1;1.46;41;-10;
6403;44.6345;6.7221;RCP4.5;H1;0;36;-9;
6404;44.6305;6.8227;RCP4.5;H1;1.25;33;-10;
6405;44.6263;6.9233;RCP4.5;H1;1.22;30;-10;
6468;44.7387;-1.1474;RCP4.5;H1;1.13;21;-8;
6469;44.7419;-1.0466;RCP4.5;H1;1.12;21;-8;
6470;44.7449;-0.9457;RCP4.5;H1;1.27;24;-9;
6471;44.7479;-0.8448;RCP4.5;H1;2.22;23;-8;
6472;44.7507;-0.7439;RCP4.5;H1;2.05;23;-8;
6473;44.7535;-0.643;RCP4.5;H1;2.38;24;-9;
6474;44.7562;-0.5421;RCP4.5;H1;2.8;24;-9;
6475;44.7588;-0.4412;RCP4.5;H1;2.35;25;-9;
6476;44.7613;-0.3403;RCP4.5;H1;2.19;26;-9;
6477;44.7637;-0.2393;RCP4.5;H1;2.4;26;-9;
6478;44.766;-0.1384;RCP4.5;H1;2.3;27;-9;
6479;44.7682;-0.0374;RCP4.5;H1;2.29;27;-9;
6480;44.7704;0.0635;RCP4.5;H1;2.36;27;-10;
6481;44.7724;0.1645;RCP4.5;H1;2.37;27;-10;
6482;44.7743;0.2655;RCP4.5;H1;2.56;27;-10;
6483;44.7762;0.3665;RCP4.5;H1;2.77;28;-11;
6484;44.7779;0.4675;RCP4.5;H1;2.74;27;-10;
6485;44.7796;0.5685;RCP4.5;H1;2.6;27;-11;
6486;44.7812;0.6695;RCP4.5;H1;2.69;27;-10;
6487;44.7827;0.7705;RCP4.5;H1;2.71;28;-10;
6488;44.784;0.8715;RCP4.5;H1;2.75;28;-11;
6489;44.7853;0.9725;RCP4.5;H1;2.71;28;-11;
6490;44.7865;1.0735;RCP4.5;H1;2.55;28;-11;
6491;44.7877;1.1746;RCP4.5;H1;3.22;28;-11;
6492;44.7887;1.2756;RCP4.5;H1;2.57;28;-11;
6493;44.7896;1.3766;RCP4.5;H1;3.6;29;-11;
6494;44.7904;1.4777;RCP4.5;H1;4.17;29;-12;
6495;44.7912;1.5787;RCP4.5;H1;4.31;29;-11;
6496;44.7918;1.6797;RCP4.5;H1;3.97;30;-12;
6497;44.7924;1.7808;RCP4.5;H1;3.63;30;-12;
6498;44.7928;1.8818;RCP4.5;H1;2.5;30;-12;
6499;44.7932;1.9829;RCP4.5;H1;2.23;31;-12;
6500;44.7935;2.0839;RCP4.5;H1;1.4;32;-14;
6501;44.7937;2.185;RCP4.5;H1;1.72;32;-13;
6502;44.7938;2.286;RCP4.5;H1;1.69;32;-12;
6503;44.7938;2.3871;RCP4.5;H1;0.78;32;-13;
6504;44.7937;2.4881;RCP4.5;H1;0.81;32;-13;
6505;44.7935;2.5892;RCP4.5;H1;1.23;33;-12;
6506;44.7932;2.6902;RCP4.5;H1;1.73;33;-12;
6507;44.7928;2.7913;RCP4.5;H1;0.86;34;-12;
6508;44.7924;2.8923;RCP4.5;H1;0.14;35;-12;
6509;44.7918;2.9934;RCP4.5;H1;0.05;36;-12;
6510;44.7912;3.0944;RCP4.5;H1;0.11;35;-11;
6511;44.7904;3.1955;RCP4.5;H1;0.03;35;-11;
6512;44.7896;3.2965;RCP4.5;H1;0.42;36;-11;
6513;44.7887;3.3975;RCP4.5;H1;0.32;35;-10;
6514;44.7877;3.4986;RCP4.5;H1;0;36;-11;
6515;44.7866;3.5996;RCP4.5;H1;0;36;-11;
6516;44.7854;3.7006;RCP4.5;H1;0.21;34;-10;
6517;44.7841;3.8016;RCP4.5;H1;0.24;34;-10;
6518;44.7827;3.9026;RCP4.5;H1;0.01;35;-11;
6519;44.7812;4.0037;RCP4.5;H1;0;36;-11;
6520;44.7796;4.1047;RCP4.5;H1;0;37;-10;
6521;44.778;4.2057;RCP4.5;H1;0;38;-11;
6522;44.7762;4.3066;RCP4.5;H1;0.03;37;-11;
6523;44.7744;4.4076;RCP4.5;H1;0.32;36;-12;
6524;44.7724;4.5086;RCP4.5;H1;2.27;37;-10;
6525;44.7704;4.6096;RCP4.5;H1;3.38;35;-9;
6526;44.7683;4.7105;RCP4.5;H1;3.56;35;-9;
6527;44.766;4.8115;RCP4.5;H1;4.52;34;-8;
6528;44.7637;4.9124;RCP4.5;H1;3.95;33;-8;
6529;44.7613;5.0134;RCP4.5;H1;3.37;34;-9;
6530;44.7588;5.1143;RCP4.5;H1;4.7;34;-9;
6531;44.7562;5.2152;RCP4.5;H1;3.77;35;-10;
6532;44.7536;5.3161;RCP4.5;H1;4.26;36;-10;
6533;44.7508;5.417;RCP4.5;H1;1.65;39;-10;
6534;44.7479;5.5179;RCP4.5;H1;0;38;-10;
6535;44.745;5.6188;RCP4.5;H1;0;37;-10;
6536;44.7419;5.7197;RCP4.5;H1;0.17;43;-8;
6537;44.7388;5.8205;RCP4.5;H1;0;40;-8;
6538;44.7355;5.9214;RCP4.5;H1;0;42;-9;
6539;44.7322;6.0222;RCP4.5;H1;0.17;44;-11;
6540;44.7288;6.123;RCP4.5;H1;0;42;-11;
6541;44.7253;6.2239;RCP4.5;H1;0;38;-10;
6542;44.7217;6.3247;RCP4.5;H1;0;39;-10;
6543;44.718;6.4254;RCP4.5;H1;0;37;-9;
6544;44.7142;6.5262;RCP4.5;H1;1.39;36;-10;
6545;44.7103;6.627;RCP4.5;H1;1.46;39;-10;
6546;44.7063;6.7277;RCP4.5;H1;0;39;-11;
6547;44.7023;6.8284;RCP4.5;H1;1.33;37;-12;
6548;44.6981;6.9292;RCP4.5;H1;1.33;36;-12;
6549;44.6939;7.0299;RCP4.5;H1;0;30;-13;
6611;44.8106;-1.1519;RCP4.5;H1;1.13;21;-8;
6612;44.8138;-1.0509;RCP4.5;H1;2.06;23;-9;
6613;44.8168;-0.9499;RCP4.5;H1;2.21;23;-8;
6614;44.8198;-0.8489;RCP4.5;H1;2.17;23;-8;
6615;44.8226;-0.7479;RCP4.5;H1;2.1;22;-8;
6616;44.8254;-0.6469;RCP4.5;H1;2.28;24;-9;
6617;44.8281;-0.5458;RCP4.5;H1;2.65;24;-9;
6618;44.8307;-0.4448;RCP4.5;H1;2.3;26;-9;
6619;44.8332;-0.3437;RCP4.5;H1;2.37;26;-9;
6620;44.8356;-0.2426;RCP4.5;H1;2.74;26;-9;
6621;44.8379;-0.1416;RCP4.5;H1;2.92;26;-10;
6622;44.8401;-0.0405;RCP4.5;H1;2.88;26;-10;
6623;44.8423;0.0606;RCP4.5;H1;2.69;26;-10;
6624;44.8443;0.1617;RCP4.5;H1;2.65;27;-10;
6625;44.8463;0.2628;RCP4.5;H1;2.79;27;-10;
6626;44.8481;0.3639;RCP4.5;H1;2.96;28;-12;
6627;44.8499;0.4651;RCP4.5;H1;2.88;28;-11;
6628;44.8515;0.5662;RCP4.5;H1;2.73;28;-11;
6629;44.8531;0.6673;RCP4.5;H1;1.26;27;-10;
6630;44.8546;0.7685;RCP4.5;H1;1.26;27;-11;
6631;44.856;0.8696;RCP4.5;H1;3.32;28;-11;
6632;44.8573;0.9707;RCP4.5;H1;3.27;28;-11;
6633;44.8585;1.0719;RCP4.5;H1;3.04;28;-11;
6634;44.8596;1.1731;RCP4.5;H1;3.19;28;-11;
6635;44.8606;1.2742;RCP4.5;H1;2.97;29;-12;
6636;44.8615;1.3754;RCP4.5;H1;2.96;29;-12;
6637;44.8624;1.4766;RCP4.5;H1;3.82;29;-11;
6638;44.8631;1.5777;RCP4.5;H1;3.99;29;-11;
6639;44.8638;1.6789;RCP4.5;H1;4.15;30;-12;
6640;44.8643;1.7801;RCP4.5;H1;4.18;30;-12;
6641;44.8648;1.8812;RCP4.5;H1;3.69;29;-12;
6642;44.8652;1.9824;RCP4.5;H1;2.45;30;-12;
6643;44.8654;2.0836;RCP4.5;H1;1.33;32;-12;
6644;44.8656;2.1848;RCP4.5;H1;1.42;32;-13;
6645;44.8657;2.286;RCP4.5;H1;1.22;32;-13;
6646;44.8657;2.3871;RCP4.5;H1;1.17;32;-12;
6647;44.8656;2.4883;RCP4.5;H1;0.96;32;-12;
6648;44.8654;2.5895;RCP4.5;H1;0.79;32;-12;
6649;44.8652;2.6907;RCP4.5;H1;1.38;33;-12;
6650;44.8648;2.7919;RCP4.5;H1;0.58;32;-11;
6651;44.8643;2.893;RCP4.5;H1;1.45;32;-10;
6652;44.8638;2.9942;RCP4.5;H1;1.42;33;-10;
6653;44.8631;3.0954;RCP4.5;H1;0.58;34;-11;
6654;44.8624;3.1966;RCP4.5;H1;0.09;34;-11;
6655;44.8616;3.2977;RCP4.5;H1;0.65;34;-10;
6656;44.8606;3.3989;RCP4.5;H1;0.07;35;-11;
6657;44.8596;3.5001;RCP4.5;H1;0;34;-12;
6658;44.8585;3.6012;RCP4.5;H1;0.09;35;-11;
6659;44.8573;3.7024;RCP4.5;H1;0.25;34;-10;
6660;44.856;3.8035;RCP4.5;H1;0.03;34;-10;
6661;44.8546;3.9047;RCP4.5;H1;0.09;34;-10;
6662;44.8531;4.0058;RCP4.5;H1;0.1;36;-11;
6663;44.8516;4.1069;RCP4.5;H1;0;38;-11;
6664;44.8499;4.2081;RCP4.5;H1;0;38;-11;
6665;44.8481;4.3092;RCP4.5;H1;0.43;38;-11;
6666;44.8463;4.4103;RCP4.5;H1;0.61;37;-12;
6667;44.8443;4.5114;RCP4.5;H1;2.23;37;-10;
6668;44.8423;4.6125;RCP4.5;H1;3.58;35;-9;
6669;44.8402;4.7136;RCP4.5;H1;3.3;36;-10;
6670;44.838;4.8147;RCP4.5;H1;4.86;35;-9;
6671;44.8356;4.9158;RCP4.5;H1;3.8;33;-8;
6672;44.8332;5.0168;RCP4.5;H1;3.15;34;-9;
6673;44.8307;5.1179;RCP4.5;H1;1.32;35;-11;
6674;44.8281;5.2189;RCP4.5;H1;1.38;37;-10;
6675;44.8255;5.32;RCP4.5;H1;1.31;37;-11;
6676;44.8227;5.421;RCP4.5;H1;0.07;39;-10;
6677;44.8198;5.522;RCP4.5;H1;0;37;-11;
6678;44.8169;5.623;RCP4.5;H1;1.4;38;-10;
6679;44.8138;5.724;RCP4.5;H1;2.38;38;-10;
6680;44.8107;5.825;RCP4.5;H1;0.07;38;-9;
6681;44.8074;5.926;RCP4.5;H1;0.42;41;-9;
6682;44.8041;6.027;RCP4.5;H1;0.01;47;-10;
6683;44.8007;6.1279;RCP4.5;H1;0;45;-11;
6684;44.7971;6.2289;RCP4.5;H1;0;38;-10;
6685;44.7935;6.3298;RCP4.5;H1;0;36;-9;
6686;44.7898;6.4307;RCP4.5;H1;0;34;-9;
6687;44.786;6.5316;RCP4.5;H1;0;41;-9;
6688;44.7822;6.6325;RCP4.5;H1;1.31;34;-10;
6689;44.7782;6.7334;RCP4.5;H1;0;33;-10;
6690;44.7741;6.8342;RCP4.5;H1;1.25;34;-11;
6691;44.77;6.9351;RCP4.5;H1;0;38;-12;
6754;44.8825;-1.1564;RCP4.5;H1;1.17;21;-9;
6755;44.8856;-1.0553;RCP4.5;H1;1.2;23;-9;
6756;44.8887;-0.9541;RCP4.5;H1;2.58;23;-8;
6757;44.8917;-0.853;RCP4.5;H1;2.58;23;-8;
6758;44.8945;-0.7519;RCP4.5;H1;2.2;23;-8;
6759;44.8973;-0.6507;RCP4.5;H1;1.95;23;-8;
6760;44.9;-0.5495;RCP4.5;H1;2.77;23;-9;
6761;44.9026;-0.4483;RCP4.5;H1;2.56;25;-9;
6762;44.9051;-0.3472;RCP4.5;H1;2.74;26;-10;
6763;44.9075;-0.246;RCP4.5;H1;2.71;26;-10;
6764;44.9098;-0.1448;RCP4.5;H1;2.73;26;-10;
6765;44.9121;-0.0435;RCP4.5;H1;2.68;27;-10;
6766;44.9142;0.0577;RCP4.5;H1;2.62;27;-10;
6767;44.9162;0.1589;RCP4.5;H1;2.74;28;-10;
6768;44.9182;0.2602;RCP4.5;H1;2.68;27;-10;
6769;44.92;0.3614;RCP4.5;H1;2.83;27;-11;
6770;44.9218;0.4626;RCP4.5;H1;2.62;28;-11;
6771;44.9235;0.5639;RCP4.5;H1;2.48;28;-11;
6772;44.9251;0.6652;RCP4.5;H1;2.48;27;-11;
6773;44.9265;0.7664;RCP4.5;H1;2.45;28;-10;
6774;44.9279;0.8677;RCP4.5;H1;2.85;28;-11;
6775;44.9292;0.969;RCP4.5;H1;3.33;28;-11;
6776;44.9304;1.0703;RCP4.5;H1;3.18;28;-11;
6777;44.9315;1.1716;RCP4.5;H1;2.96;29;-11;
6778;44.9326;1.2728;RCP4.5;H1;3.27;29;-11;
6779;44.9335;1.3741;RCP4.5;H1;3.2;29;-11;
6780;44.9343;1.4754;RCP4.5;H1;3.62;29;-11;
6781;44.9351;1.5767;RCP4.5;H1;3.6;29;-12;
6782;44.9357;1.678;RCP4.5;H1;3.87;29;-11;
6783;44.9363;1.7794;RCP4.5;H1;3.74;29;-12;
6784;44.9367;1.8807;RCP4.5;H1;3.6;30;-12;
6785;44.9371;1.982;RCP4.5;H1;2.17;30;-12;
6786;44.9374;2.0833;RCP4.5;H1;1.56;32;-13;
6787;44.9376;2.1846;RCP4.5;H1;1.6;32;-12;
6788;44.9377;2.2859;RCP4.5;H1;1.58;31;-13;
6789;44.9377;2.3872;RCP4.5;H1;1.33;32;-12;
6790;44.9376;2.4885;RCP4.5;H1;0.88;32;-12;
6791;44.9374;2.5898;RCP4.5;H1;0.45;35;-12;
6792;44.9371;2.6911;RCP4.5;H1;0.3;35;-11;
6793;44.9368;2.7925;RCP4.5;H1;0.17;35;-11;
6794;44.9363;2.8938;RCP4.5;H1;0.18;33;-10;
6795;44.9357;2.9951;RCP4.5;H1;0.52;34;-10;
6796;44.9351;3.0964;RCP4.5;H1;1.43;34;-11;
6797;44.9343;3.1977;RCP4.5;H1;1.27;34;-11;
6798;44.9335;3.299;RCP4.5;H1;0.4;34;-11;
6799;44.9326;3.4003;RCP4.5;H1;0.01;33;-11;
6800;44.9316;3.5016;RCP4.5;H1;0.2;34;-11;
6801;44.9304;3.6028;RCP4.5;H1;0.5;34;-11;
6802;44.9292;3.7041;RCP4.5;H1;0.12;34;-11;
6803;44.9279;3.8054;RCP4.5;H1;0.01;34;-10;
6804;44.9266;3.9067;RCP4.5;H1;0.48;35;-11;
6805;44.9251;4.0079;RCP4.5;H1;0.1;35;-11;
6806;44.9235;4.1092;RCP4.5;H1;0;36;-12;
6807;44.9218;4.2105;RCP4.5;H1;0;36;-11;
6808;44.9201;4.3117;RCP4.5;H1;0.61;35;-11;
6809;44.9182;4.413;RCP4.5;H1;1.7;35;-10;
6810;44.9163;4.5142;RCP4.5;H1;1.91;36;-10;
6811;44.9142;4.6154;RCP4.5;H1;1.7;37;-13;
6812;44.9121;4.7167;RCP4.5;H1;1.92;36;-12;
6813;44.9099;4.8179;RCP4.5;H1;3.87;35;-10;
6814;44.9076;4.9191;RCP4.5;H1;3.98;32;-8;
6815;44.9051;5.0203;RCP4.5;H1;3.46;32;-8;
6816;44.9026;5.1215;RCP4.5;H1;3.32;33;-10;
6817;44.9;5.2226;RCP4.5;H1;0.18;38;-10;
6818;44.8974;5.3238;RCP4.5;H1;0.01;37;-9;
6819;44.8946;5.425;RCP4.5;H1;0.03;38;-10;
6820;44.8917;5.5261;RCP4.5;H1;0;36;-10;
6821;44.8887;5.6273;RCP4.5;H1;1.27;37;-9;
6822;44.8857;5.7284;RCP4.5;H1;1.79;35;-10;
6823;44.8825;5.8295;RCP4.5;H1;2;40;-10;
6824;44.8793;5.9306;RCP4.5;H1;0;37;-9;
6825;44.876;6.0317;RCP4.5;H1;0;47;-11;
6826;44.8725;6.1328;RCP4.5;H1;0;42;-12;
6827;44.869;6.2339;RCP4.5;H1;0;43;-10;
6828;44.8654;6.3349;RCP4.5;H1;0;36;-10;
6829;44.8617;6.436;RCP4.5;H1;0;39;-8;
6830;44.8579;6.537;RCP4.5;H1;0;40;-12;
6831;44.854;6.638;RCP4.5;H1;0;36;-11;
6832;44.85;6.739;RCP4.5;H1;0;33;-11;
6833;44.846;6.84;RCP4.5;H1;0;31;-12;
6834;44.8418;6.941;RCP4.5;H1;0;30;-12;
6897;44.9544;-1.1609;RCP4.5;H1;1.21;22;-9;
6898;44.9575;-1.0597;RCP4.5;H1;1.25;22;-9;
6899;44.9606;-0.9584;RCP4.5;H1;2.63;23;-8;
6900;44.9636;-0.8571;RCP4.5;H1;2.58;23;-8;
6901;44.9664;-0.7558;RCP4.5;H1;1.5;22;-9;
6902;44.9692;-0.6546;RCP4.5;H1;1.8;23;-8;
6903;44.9719;-0.5533;RCP4.5;H1;1.83;23;-9;
6904;44.9745;-0.4519;RCP4.5;H1;1.25;24;-9;
6905;44.977;-0.3506;RCP4.5;H1;2.79;26;-10;
6906;44.9794;-0.2493;RCP4.5;H1;2.77;26;-10;
6907;44.9818;-0.148;RCP4.5;H1;2.85;27;-11;
6908;44.984;-0.0466;RCP4.5;H1;2.58;27;-10;
6909;44.9861;0.0547;RCP4.5;H1;2.67;27;-10;
6910;44.9882;0.1561;RCP4.5;H1;2.69;27;-10;
6911;44.9901;0.2575;RCP4.5;H1;2.55;27;-10;
6912;44.992;0.3588;RCP4.5;H1;2.56;27;-10;
6913;44.9937;0.4602;RCP4.5;H1;2.42;27;-11;
6914;44.9954;0.5616;RCP4.5;H1;2.28;28;-11;
6915;44.997;0.663;RCP4.5;H1;2.17;27;-11;
6916;44.9985;0.7644;RCP4.5;H1;2.4;28;-11;
6917;44.9999;0.8658;RCP4.5;H1;2.56;28;-11;
6918;45.0012;0.9672;RCP4.5;H1;2.73;28;-11;
6919;45.0024;1.0686;RCP4.5;H1;3.07;28;-11;
6920;45.0035;1.1701;RCP4.5;H1;3.25;28;-11;
6921;45.0045;1.2715;RCP4.5;H1;3.13;29;-11;
6922;45.0055;1.3729;RCP4.5;H1;3;30;-12;
6923;45.0063;1.4743;RCP4.5;H1;3.37;30;-12;
6924;45.007;1.5758;RCP4.5;H1;3.37;29;-11;
6925;45.0077;1.6772;RCP4.5;H1;3.71;29;-12;
6926;45.0082;1.7786;RCP4.5;H1;2.5;29;-12;
6927;45.0087;1.8801;RCP4.5;H1;2.46;30;-12;
6928;45.0091;1.9815;RCP4.5;H1;1.73;30;-12;
