Point;Latitude;Longitude;Contexte;Période;ATX35;ATXND;ATNND;
3200;43.1314;1.0117;RCP4.5;H1;2.95;27;-8;
3201;43.1326;1.1098;RCP4.5;H1;2.12;27;-7;
3202;43.1337;1.2079;RCP4.5;H1;1.25;29;-8;
3203;43.1347;1.3061;RCP4.5;H1;2.63;28;-7;
3204;43.1356;1.4042;RCP4.5;H1;2.59;29;-8;
3205;43.1364;1.5023;RCP4.5;H1;2.53;30;-8;
3206;43.1371;1.6005;RCP4.5;H1;2.85;30;-8;
3207;43.1377;1.6986;RCP4.5;H1;3.37;31;-8;
3208;43.1383;1.7968;RCP4.5;H1;2.21;30;-8;
3209;43.1387;1.8949;RCP4.5;H1;2.3;30;-9;
3210;43.1391;1.9931;RCP4.5;H1;2.96;30;-9;
3211;43.1393;2.0912;RCP4.5;H1;3.35;30;-8;
3212;43.1395;2.1894;RCP4.5;H1;3.53;30;-8;
3213;43.1396;2.2875;RCP4.5;H1;4.04;30;-8;
3214;43.1396;2.3857;RCP4.5;H1;3.75;30;-9;
3215;43.1395;2.4838;RCP4.5;H1;3.32;31;-9;
3216;43.1394;2.5819;RCP4.5;H1;3.55;29;-8;
3217;43.1391;2.6801;RCP4.5;H1;4.12;28;-8;
3218;43.1387;2.7782;RCP4.5;H1;4.6;28;-8;
3219;43.1383;2.8764;RCP4.5;H1;3.65;26;-7;
3220;43.1377;2.9745;RCP4.5;H1;1.19;26;-7;
3221;43.1371;3.0727;RCP4.5;H1;1.17;25;-8;
3249;43.0831;5.8186;RCP4.5;H1;1.04;16;-5;
3251;43.0766;6.0145;RCP4.5;H1;1.06;16;-6;
3252;43.0732;6.1124;RCP4.5;H1;1.06;16;-5;
3285;42.9107;9.3357;RCP4.5;H1;1.08;19;-4;
3286;42.9043;9.433;RCP4.5;H1;1.1;20;-5;
3319;43.1483;-1.3459;RCP4.5;H1;1.05;25;-9;
3320;43.1517;-1.2479;RCP4.5;H1;2.03;24;-10;
3321;43.1549;-1.1498;RCP4.5;H1;1.17;25;-9;
3322;43.158;-1.0517;RCP4.5;H1;0.69;24;-9;
3323;43.1611;-0.9536;RCP4.5;H1;1.4;23;-9;
3324;43.164;-0.8555;RCP4.5;H1;1.46;24;-9;
3325;43.1669;-0.7574;RCP4.5;H1;1.47;24;-9;
3326;43.1697;-0.6593;RCP4.5;H1;2.15;23;-8;
3327;43.1724;-0.5611;RCP4.5;H1;2.22;24;-8;
3328;43.175;-0.463;RCP4.5;H1;1.9;24;-8;
3329;43.1775;-0.3648;RCP4.5;H1;1.89;23;-8;
3330;43.1799;-0.2667;RCP4.5;H1;2.13;23;-8;
3331;43.1823;-0.1685;RCP4.5;H1;1.82;24;-8;
3332;43.1845;-0.0703;RCP4.5;H1;1.32;24;-10;
3333;43.1867;0.0279;RCP4.5;H1;1.69;23;-8;
3334;43.1888;0.126;RCP4.5;H1;1.73;23;-8;
3335;43.1907;0.2242;RCP4.5;H1;1.91;24;-8;
3336;43.1926;0.3224;RCP4.5;H1;1.42;24;-8;
3337;43.1944;0.4207;RCP4.5;H1;1.56;26;-8;
3338;43.1961;0.5189;RCP4.5;H1;1.64;26;-8;
3339;43.1977;0.6171;RCP4.5;H1;1.92;25;-8;
3340;43.1993;0.7153;RCP4.5;H1;2.87;27;-8;
3341;43.2007;0.8136;RCP4.5;H1;3.2;27;-8;
3342;43.2021;0.9118;RCP4.5;H1;3.29;28;-8;
3343;43.2033;1.01;RCP4.5;H1;3.58;29;-9;
3344;43.2045;1.1083;RCP4.5;H1;2.52;28;-9;
3345;43.2056;1.2065;RCP4.5;H1;2.67;28;-9;
3346;43.2065;1.3048;RCP4.5;H1;2.38;28;-9;
3347;43.2074;1.403;RCP4.5;H1;2.62;29;-8;
3348;43.2083;1.5013;RCP4.5;H1;2.75;30;-8;
3349;43.209;1.5996;RCP4.5;H1;3.05;29;-8;
3350;43.2096;1.6978;RCP4.5;H1;3.71;31;-8;
3351;43.2101;1.7961;RCP4.5;H1;3.21;30;-9;
3352;43.2106;1.8944;RCP4.5;H1;2.98;30;-9;
3353;43.211;1.9926;RCP4.5;H1;3.26;30;-8;
3354;43.2112;2.0909;RCP4.5;H1;3.88;29;-8;
3355;43.2114;2.1892;RCP4.5;H1;3.87;29;-8;
3356;43.2115;2.2874;RCP4.5;H1;4.37;29;-8;
3357;43.2115;2.3857;RCP4.5;H1;4.5;29;-8;
3358;43.2114;2.484;RCP4.5;H1;4.06;29;-8;
3359;43.2112;2.5823;RCP4.5;H1;4.05;28;-8;
3360;43.211;2.6805;RCP4.5;H1;4.4;28;-8;
3361;43.2106;2.7788;RCP4.5;H1;4.81;28;-8;
3362;43.2102;2.8771;RCP4.5;H1;5.01;28;-8;
3363;43.2096;2.9753;RCP4.5;H1;4.88;26;-7;
3364;43.209;3.0736;RCP4.5;H1;5.1;24;-7;
3365;43.2083;3.1719;RCP4.5;H1;1.17;25;-7;
3391;43.1581;5.7248;RCP4.5;H1;1.04;16;-5;
3392;43.1549;5.8229;RCP4.5;H1;1.05;16;-5;
3393;43.1517;5.921;RCP4.5;H1;1.14;22;-7;
3394;43.1484;6.0191;RCP4.5;H1;1.19;24;-8;
3395;43.145;6.1171;RCP4.5;H1;1.19;23;-9;
3396;43.1415;6.2152;RCP4.5;H1;1.05;16;-5;
3397;43.1379;6.3132;RCP4.5;H1;1.11;18;-8;
3398;43.1342;6.4112;RCP4.5;H1;1.1;18;-8;
3428;42.9823;9.3444;RCP4.5;H1;1.06;18;-4;
3462;43.2201;-1.3505;RCP4.5;H1;1.3;23;-9;
3463;43.2235;-1.2523;RCP4.5;H1;2.21;23;-9;
3464;43.2267;-1.1541;RCP4.5;H1;1.85;24;-10;
3465;43.2298;-1.0559;RCP4.5;H1;1.92;24;-9;
3466;43.2329;-0.9577;RCP4.5;H1;2.11;23;-9;
3467;43.2359;-0.8595;RCP4.5;H1;2.23;23;-9;
3468;43.2387;-0.7613;RCP4.5;H1;2.13;23;-9;
3469;43.2415;-0.663;RCP4.5;H1;2.46;23;-8;
3470;43.2442;-0.5647;RCP4.5;H1;2.3;23;-8;
3471;43.2468;-0.4665;RCP4.5;H1;2.42;23;-8;
3472;43.2494;-0.3682;RCP4.5;H1;2.17;23;-8;
3473;43.2518;-0.2699;RCP4.5;H1;2.13;23;-8;
3474;43.2541;-0.1716;RCP4.5;H1;1.95;23;-8;
3475;43.2564;-0.0733;RCP4.5;H1;1.21;24;-9;
3476;43.2585;0.025;RCP4.5;H1;1.98;24;-9;
3477;43.2606;0.1233;RCP4.5;H1;1.83;25;-9;
3478;43.2626;0.2216;RCP4.5;H1;2.35;25;-9;
3479;43.2645;0.3199;RCP4.5;H1;1.77;24;-9;
3480;43.2663;0.4183;RCP4.5;H1;1.92;26;-8;
3481;43.268;0.5166;RCP4.5;H1;1.9;25;-8;
3482;43.2696;0.6149;RCP4.5;H1;2.21;26;-9;
3483;43.2711;0.7133;RCP4.5;H1;2.76;26;-9;
3484;43.2726;0.8116;RCP4.5;H1;3.41;27;-9;
3485;43.2739;0.91;RCP4.5;H1;3.59;28;-9;
3486;43.2752;1.0084;RCP4.5;H1;3.58;29;-9;
3487;43.2764;1.1067;RCP4.5;H1;2.46;28;-9;
3488;43.2774;1.2051;RCP4.5;H1;2.79;28;-9;
3489;43.2784;1.3035;RCP4.5;H1;2.62;29;-10;
3490;43.2793;1.4019;RCP4.5;H1;2.74;29;-10;
3491;43.2801;1.5003;RCP4.5;H1;3.09;30;-10;
3492;43.2809;1.5986;RCP4.5;H1;3.17;29;-10;
3493;43.2815;1.697;RCP4.5;H1;3.35;31;-10;
3494;43.282;1.7954;RCP4.5;H1;3.33;29;-9;
3495;43.2825;1.8938;RCP4.5;H1;3.48;29;-9;
3496;43.2828;1.9922;RCP4.5;H1;3.77;29;-9;
3497;43.2831;2.0906;RCP4.5;H1;3.98;30;-9;
3498;43.2833;2.189;RCP4.5;H1;3.88;30;-9;
3499;43.2834;2.2874;RCP4.5;H1;3.76;30;-9;
3500;43.2834;2.3858;RCP4.5;H1;3.71;31;-9;
3501;43.2833;2.4842;RCP4.5;H1;3.78;30;-8;
3502;43.2831;2.5826;RCP4.5;H1;3.98;29;-8;
3503;43.2828;2.681;RCP4.5;H1;4.57;28;-8;
3504;43.2825;2.7793;RCP4.5;H1;4.75;29;-7;
3505;43.282;2.8777;RCP4.5;H1;5.07;28;-8;
3506;43.2815;2.9761;RCP4.5;H1;5.81;27;-8;
3507;43.2809;3.0745;RCP4.5;H1;4.5;23;-8;
3508;43.2801;3.1729;RCP4.5;H1;1.16;23;-8;
3509;43.2793;3.2713;RCP4.5;H1;1.17;24;-8;
3510;43.2784;3.3697;RCP4.5;H1;1.19;25;-8;
3511;43.2774;3.468;RCP4.5;H1;1.19;25;-8;
3531;43.2388;5.4344;RCP4.5;H1;1.06;21;-6;
3532;43.2359;5.5326;RCP4.5;H1;1.07;21;-5;
3533;43.2329;5.6309;RCP4.5;H1;1.21;27;-9;
3534;43.2299;5.7291;RCP4.5;H1;1.16;23;-8;
3535;43.2267;5.8273;RCP4.5;H1;1.88;25;-7;
3536;43.2235;5.9255;RCP4.5;H1;0.52;26;-7;
3537;43.2202;6.0237;RCP4.5;H1;1.19;24;-8;
3538;43.2168;6.1218;RCP4.5;H1;5.77;23;-9;
3539;43.2133;6.22;RCP4.5;H1;3.98;23;-8;
3540;43.2097;6.3182;RCP4.5;H1;3.77;24;-7;
3541;43.206;6.4163;RCP4.5;H1;3.9;23;-7;
3542;43.2022;6.5144;RCP4.5;H1;1.12;17;-7;
3543;43.1983;6.6125;RCP4.5;H1;1.12;17;-8;
3603;43.285;-1.5517;RCP4.5;H1;1.63;22;-9;
3604;43.2885;-1.4534;RCP4.5;H1;1.45;22;-9;
3605;43.2919;-1.3551;RCP4.5;H1;1.98;23;-9;
3606;43.2953;-1.2568;RCP4.5;H1;1.88;23;-9;
3607;43.2985;-1.1585;RCP4.5;H1;1.92;23;-9;
3608;43.3017;-1.0602;RCP4.5;H1;2.06;23;-9;
3609;43.3047;-0.9618;RCP4.5;H1;1.95;23;-9;
3610;43.3077;-0.8635;RCP4.5;H1;1.78;23;-9;
3611;43.3106;-0.7651;RCP4.5;H1;2.23;23;-8;
3612;43.3134;-0.6668;RCP4.5;H1;2.46;23;-8;
3613;43.3161;-0.5684;RCP4.5;H1;2.79;24;-8;
3614;43.3187;-0.47;RCP4.5;H1;2.77;23;-8;
3615;43.3212;-0.3716;RCP4.5;H1;2.46;24;-8;
3616;43.3236;-0.2732;RCP4.5;H1;2.33;24;-8;
3617;43.326;-0.1748;RCP4.5;H1;1.7;25;-9;
3618;43.3282;-0.0764;RCP4.5;H1;1.65;25;-9;
3619;43.3304;0.0221;RCP4.5;H1;2.12;24;-9;
3620;43.3325;0.1205;RCP4.5;H1;2.13;25;-9;
3621;43.3344;0.219;RCP4.5;H1;2.49;25;-9;
3622;43.3363;0.3174;RCP4.5;H1;2.24;26;-9;
3623;43.3381;0.4159;RCP4.5;H1;2.47;25;-8;
3624;43.3398;0.5143;RCP4.5;H1;2.63;26;-9;
3625;43.3415;0.6128;RCP4.5;H1;2.74;26;-9;
3626;43.343;0.7113;RCP4.5;H1;3.2;27;-9;
3627;43.3444;0.8097;RCP4.5;H1;2.83;27;-10;
3628;43.3458;0.9082;RCP4.5;H1;2.79;27;-10;
3629;43.3471;1.0067;RCP4.5;H1;2.88;28;-10;
3630;43.3482;1.1052;RCP4.5;H1;2.83;28;-9;
3631;43.3493;1.2037;RCP4.5;H1;2.88;29;-9;
3632;43.3503;1.3022;RCP4.5;H1;2.95;29;-10;
3633;43.3512;1.4007;RCP4.5;H1;2.9;29;-10;
3634;43.352;1.4992;RCP4.5;H1;3.22;29;-10;
3635;43.3527;1.5977;RCP4.5;H1;3.32;31;-10;
3636;43.3534;1.6962;RCP4.5;H1;3.48;31;-10;
3637;43.3539;1.7947;RCP4.5;H1;3.87;31;-11;
3638;43.3544;1.8932;RCP4.5;H1;4;29;-8;
3639;43.3547;1.9918;RCP4.5;H1;3.9;30;-8;
3640;43.355;2.0903;RCP4.5;H1;2.81;31;-10;
3641;43.3552;2.1888;RCP4.5;H1;1.3;31;-10;
3642;43.3553;2.2873;RCP4.5;H1;1.21;32;-10;
3643;43.3553;2.3858;RCP4.5;H1;1.44;31;-10;
3644;43.3552;2.4844;RCP4.5;H1;1.28;32;-10;
3645;43.355;2.5829;RCP4.5;H1;2.43;32;-9;
3646;43.3547;2.6814;RCP4.5;H1;3.48;32;-9;
3647;43.3544;2.7799;RCP4.5;H1;4.12;31;-9;
3648;43.3539;2.8784;RCP4.5;H1;4.5;29;-7;
3649;43.3534;2.9769;RCP4.5;H1;5.35;29;-7;
3650;43.3527;3.0754;RCP4.5;H1;6.51;28;-7;
3651;43.352;3.1739;RCP4.5;H1;3.54;24;-8;
3652;43.3512;3.2725;RCP4.5;H1;3.62;24;-8;
3653;43.3503;3.371;RCP4.5;H1;1.18;25;-8;
3654;43.3493;3.4695;RCP4.5;H1;1.13;22;-7;
3655;43.3482;3.5679;RCP4.5;H1;1.14;22;-7;
3668;43.326;4.8479;RCP4.5;H1;1.18;26;-7;
3670;43.3212;5.0447;RCP4.5;H1;1.18;25;-9;
3671;43.3187;5.1431;RCP4.5;H1;1.17;25;-9;
3674;43.3106;5.4383;RCP4.5;H1;1.19;26;-9;
3675;43.3077;5.5366;RCP4.5;H1;4.32;27;-9;
3676;43.3048;5.635;RCP4.5;H1;3.24;28;-8;
3677;43.3017;5.7333;RCP4.5;H1;0.67;27;-7;
3678;43.2985;5.8317;RCP4.5;H1;0.64;26;-7;
3679;43.2953;5.93;RCP4.5;H1;0.72;26;-6;
3680;43.292;6.0283;RCP4.5;H1;1.55;25;-7;
3681;43.2886;6.1266;RCP4.5;H1;4.65;26;-7;
3682;43.285;6.2249;RCP4.5;H1;4.31;25;-7;
3683;43.2814;6.3231;RCP4.5;H1;2.48;25;-6;
3684;43.2778;6.4214;RCP4.5;H1;2.95;25;-6;
3685;43.274;6.5196;RCP4.5;H1;1.11;17;-8;
3744;43.3495;-1.7534;RCP4.5;H1;1.04;20;-8;
3745;43.3532;-1.655;RCP4.5;H1;1.04;21;-8;
3746;43.3568;-1.5566;RCP4.5;H1;0.98;20;-8;
3747;43.3603;-1.4582;RCP4.5;H1;1.94;22;-9;
3748;43.3637;-1.3598;RCP4.5;H1;2;22;-9;
3749;43.3671;-1.2613;RCP4.5;H1;2.04;22;-9;
3750;43.3703;-1.1629;RCP4.5;H1;2.13;22;-9;
3751;43.3735;-1.0644;RCP4.5;H1;2.3;22;-9;
3752;43.3765;-0.966;RCP4.5;H1;2.16;24;-9;
3753;43.3795;-0.8675;RCP4.5;H1;2.02;24;-9;
3754;43.3824;-0.769;RCP4.5;H1;2.23;24;-8;
3755;43.3852;-0.6705;RCP4.5;H1;2.3;24;-8;
3756;43.3879;-0.572;RCP4.5;H1;2.77;24;-8;
3757;43.3905;-0.4735;RCP4.5;H1;2.55;24;-8;
3758;43.393;-0.375;RCP4.5;H1;2.57;24;-8;
3759;43.3955;-0.2765;RCP4.5;H1;2.17;25;-8;
3760;43.3978;-0.1779;RCP4.5;H1;2.17;25;-9;
3761;43.4001;-0.0794;RCP4.5;H1;2.01;25;-9;
3762;43.4022;0.0192;RCP4.5;H1;2.28;25;-8;
3763;43.4043;0.1177;RCP4.5;H1;2.58;25;-9;
3764;43.4063;0.2163;RCP4.5;H1;2.7;25;-9;
3765;43.4082;0.3149;RCP4.5;H1;2.94;25;-9;
3766;43.41;0.4134;RCP4.5;H1;2.85;25;-9;
3767;43.4117;0.512;RCP4.5;H1;2.81;26;-8;
3768;43.4133;0.6106;RCP4.5;H1;2.82;25;-8;
3769;43.4149;0.7092;RCP4.5;H1;3;26;-10;
3770;43.4163;0.8078;RCP4.5;H1;3.18;26;-10;
3771;43.4177;0.9064;RCP4.5;H1;3.21;26;-10;
3772;43.4189;1.005;RCP4.5;H1;3.02;27;-10;
3773;43.4201;1.1037;RCP4.5;H1;2.73;29;-9;
3774;43.4212;1.2023;RCP4.5;H1;2.96;28;-9;
3775;43.4222;1.3009;RCP4.5;H1;3.2;29;-10;
3776;43.4231;1.3995;RCP4.5;H1;3.21;29;-10;
3777;43.4239;1.4982;RCP4.5;H1;3.35;29;-10;
3778;43.4246;1.5968;RCP4.5;H1;3.15;31;-10;
3779;43.4253;1.6954;RCP4.5;H1;3.27;30;-10;
3780;43.4258;1.7941;RCP4.5;H1;3.55;31;-11;
3781;43.4263;1.8927;RCP4.5;H1;3.52;30;-10;
3782;43.4266;1.9913;RCP4.5;H1;3.38;30;-11;
3783;43.4269;2.09;RCP4.5;H1;1.67;32;-10;
3784;43.4271;2.1886;RCP4.5;H1;0.58;33;-11;
3785;43.4272;2.2873;RCP4.5;H1;0.55;33;-11;
3786;43.4272;2.3859;RCP4.5;H1;0.4;33;-11;
3787;43.4271;2.4845;RCP4.5;H1;0.32;33;-11;
3788;43.4269;2.5832;RCP4.5;H1;0.47;34;-10;
3789;43.4266;2.6818;RCP4.5;H1;1.76;34;-10;
3790;43.4263;2.7805;RCP4.5;H1;1.69;32;-10;
3791;43.4258;2.8791;RCP4.5;H1;2.92;31;-8;
3792;43.4253;2.9777;RCP4.5;H1;4.95;29;-8;
3793;43.4246;3.0764;RCP4.5;H1;5.48;28;-8;
3794;43.4239;3.175;RCP4.5;H1;6.71;28;-8;
3795;43.4231;3.2736;RCP4.5;H1;5.95;28;-8;
3796;43.4222;3.3723;RCP4.5;H1;1.72;22;-7;
3797;43.4212;3.4709;RCP4.5;H1;1.63;22;-7;
3798;43.4201;3.5695;RCP4.5;H1;1.13;22;-7;
3799;43.419;3.6681;RCP4.5;H1;1.1;23;-7;
3800;43.4177;3.7667;RCP4.5;H1;1.11;23;-8;
3809;43.4023;4.654;RCP4.5;H1;1.16;25;-6;
3810;43.4001;4.7525;RCP4.5;H1;1.15;25;-6;
3811;43.3979;4.8511;RCP4.5;H1;1.18;26;-7;
3812;43.3955;4.9496;RCP4.5;H1;1.17;27;-7;
3813;43.3931;5.0481;RCP4.5;H1;1.18;26;-8;
3814;43.3906;5.1467;RCP4.5;H1;1.17;25;-8;
3815;43.3879;5.2452;RCP4.5;H1;1.17;25;-8;
3816;43.3852;5.3437;RCP4.5;H1;1.17;26;-8;
3817;43.3824;5.4422;RCP4.5;H1;1.19;28;-8;
3818;43.3796;5.5407;RCP4.5;H1;2.35;27;-7;
3819;43.3766;5.6391;RCP4.5;H1;3.45;28;-9;
3820;43.3735;5.7376;RCP4.5;H1;1.31;27;-7;
3821;43.3704;5.836;RCP4.5;H1;0.92;27;-7;
3822;43.3671;5.9345;RCP4.5;H1;1.47;26;-7;
3823;43.3638;6.0329;RCP4.5;H1;1.51;26;-6;
3824;43.3604;6.1313;RCP4.5;H1;2.29;26;-6;
3825;43.3568;6.2297;RCP4.5;H1;4.65;27;-7;
3826;43.3532;6.3281;RCP4.5;H1;4.71;23;-8;
3827;43.3495;6.4265;RCP4.5;H1;4.12;22;-8;
3828;43.3458;6.5249;RCP4.5;H1;3.56;23;-7;
3829;43.3419;6.6232;RCP4.5;H1;1.12;17;-7;
3889;43.4286;-1.5615;RCP4.5;H1;1.08;19;-8;
3890;43.4321;-1.4629;RCP4.5;H1;1.08;19;-8;
3891;43.4356;-1.3644;RCP4.5;H1;1.98;21;-9;
3892;43.4389;-1.2658;RCP4.5;H1;2.01;22;-9;
3893;43.4421;-1.1673;RCP4.5;H1;2.35;23;-9;
3894;43.4453;-1.0687;RCP4.5;H1;2.15;24;-9;
3895;43.4484;-0.9701;RCP4.5;H1;2.15;24;-9;
3896;43.4514;-0.8715;RCP4.5;H1;2.17;24;-8;
3897;43.4542;-0.7729;RCP4.5;H1;2.3;24;-8;
3898;43.457;-0.6743;RCP4.5;H1;2.25;25;-8;
3899;43.4597;-0.5757;RCP4.5;H1;2.24;25;-8;
3900;43.4624;-0.477;RCP4.5;H1;2.62;24;-8;
3901;43.4649;-0.3784;RCP4.5;H1;2.53;24;-9;
3902;43.4673;-0.2797;RCP4.5;H1;2.42;25;-8;
3903;43.4697;-0.1811;RCP4.5;H1;2.42;25;-8;
3904;43.4719;-0.0824;RCP4.5;H1;2.19;25;-8;
3905;43.4741;0.0163;RCP4.5;H1;2.85;25;-8;
3906;43.4762;0.1149;RCP4.5;H1;2.87;25;-8;
3907;43.4782;0.2136;RCP4.5;H1;2.79;25;-9;
3908;43.4801;0.3123;RCP4.5;H1;2.96;25;-9;
3909;43.4819;0.411;RCP4.5;H1;2.92;25;-9;
3910;43.4836;0.5097;RCP4.5;H1;2.95;26;-8;
3911;43.4852;0.6085;RCP4.5;H1;3.24;27;-9;
3912;43.4868;0.7072;RCP4.5;H1;3.15;26;-10;
3913;43.4882;0.8059;RCP4.5;H1;3.04;27;-10;
3914;43.4896;0.9046;RCP4.5;H1;3.35;26;-10;
3915;43.4908;1.0034;RCP4.5;H1;3.31;27;-10;
3916;43.492;1.1021;RCP4.5;H1;3.1;29;-10;
3917;43.4931;1.2008;RCP4.5;H1;3.25;28;-9;
3918;43.4941;1.2996;RCP4.5;H1;3.08;29;-9;
3919;43.495;1.3983;RCP4.5;H1;3.15;29;-10;
3920;43.4958;1.4971;RCP4.5;H1;3.4;30;-10;
3921;43.4965;1.5959;RCP4.5;H1;3.42;30;-11;
3922;43.4971;1.6946;RCP4.5;H1;3.46;31;-10;
3923;43.4977;1.7934;RCP4.5;H1;3.57;31;-11;
3924;43.4981;1.8921;RCP4.5;H1;3.85;32;-11;
3925;43.4985;1.9909;RCP4.5;H1;4;31;-11;
3926;43.4988;2.0897;RCP4.5;H1;4.41;32;-11;
3927;43.499;2.1884;RCP4.5;H1;3.2;32;-10;
3928;43.4991;2.2872;RCP4.5;H1;2.58;32;-11;
3929;43.4991;2.386;RCP4.5;H1;3.6;34;-10;
3930;43.499;2.4847;RCP4.5;H1;1.27;34;-11;
3931;43.4988;2.5835;RCP4.5;H1;1.06;34;-10;
3932;43.4985;2.6822;RCP4.5;H1;1.11;34;-10;
3933;43.4981;2.781;RCP4.5;H1;2.81;33;-10;
3934;43.4977;2.8798;RCP4.5;H1;2.25;33;-9;
3935;43.4972;2.9785;RCP4.5;H1;4.24;31;-8;
3936;43.4965;3.0773;RCP4.5;H1;4.7;29;-8;
3937;43.4958;3.176;RCP4.5;H1;4.5;28;-8;
3938;43.495;3.2748;RCP4.5;H1;4.94;28;-8;
3939;43.4941;3.3736;RCP4.5;H1;5.98;28;-9;
3940;43.4931;3.4723;RCP4.5;H1;6.65;29;-8;
3941;43.492;3.571;RCP4.5;H1;1.21;23;-7;
3942;43.4908;3.6698;RCP4.5;H1;1.11;23;-7;
3943;43.4896;3.7685;RCP4.5;H1;1.12;23;-7;
3944;43.4882;3.8672;RCP4.5;H1;1.12;23;-7;
3947;43.4836;4.1634;RCP4.5;H1;1.19;26;-9;
3948;43.4819;4.2621;RCP4.5;H1;1.17;26;-7;
3949;43.4801;4.3608;RCP4.5;H1;1.18;26;-7;
3950;43.4782;4.4595;RCP4.5;H1;1.18;26;-7;
3951;43.4762;4.5582;RCP4.5;H1;1.16;25;-6;
3952;43.4741;4.6569;RCP4.5;H1;1.16;25;-6;
3953;43.472;4.7556;RCP4.5;H1;1.15;25;-6;
3954;43.4697;4.8542;RCP4.5;H1;1.17;26;-7;
3955;43.4674;4.9529;RCP4.5;H1;1.17;27;-7;
3956;43.4649;5.0515;RCP4.5;H1;1.17;27;-7;
3957;43.4624;5.1502;RCP4.5;H1;1.17;26;-9;
3958;43.4598;5.2488;RCP4.5;H1;1.17;25;-9;
3959;43.4571;5.3475;RCP4.5;H1;1.17;26;-9;
3960;43.4543;5.4461;RCP4.5;H1;6.13;30;-11;
3961;43.4514;5.5447;RCP4.5;H1;6.3;31;-10;
3962;43.4484;5.6433;RCP4.5;H1;6.29;31;-10;
3963;43.4453;5.7419;RCP4.5;H1;1.6;26;-6;
3964;43.4422;5.8404;RCP4.5;H1;2.6;26;-7;
3965;43.4389;5.939;RCP4.5;H1;8.54;32;-10;
3966;43.4356;6.0375;RCP4.5;H1;7.33;29;-7;
3967;43.4322;6.1361;RCP4.5;H1;7.62;29;-8;
3968;43.4286;6.2346;RCP4.5;H1;7.58;28;-8;
3969;43.425;6.3331;RCP4.5;H1;7.7;27;-8;
3970;43.4213;6.4316;RCP4.5;H1;8.82;26;-9;
3971;43.4176;6.5301;RCP4.5;H1;7.63;25;-9;
3972;43.4137;6.6286;RCP4.5;H1;6.59;23;-8;
3973;43.4097;6.7271;RCP4.5;H1;1.14;16;-8;
3974;43.4056;6.8255;RCP4.5;H1;1.1;13;-7;
4033;43.5039;-1.4677;RCP4.5;H1;1.08;19;-8;
4034;43.5074;-1.369;RCP4.5;H1;1.42;20;-9;
4035;43.5107;-1.2704;RCP4.5;H1;1.84;22;-10;
4036;43.514;-1.1717;RCP4.5;H1;2.2;22;-9;
4037;43.5171;-1.073;RCP4.5;H1;2.05;23;-9;
4038;43.5202;-0.9743;RCP4.5;H1;1.98;23;-9;
4039;43.5232;-0.8756;RCP4.5;H1;2.27;24;-9;
4040;43.5261;-0.7768;RCP4.5;H1;2.27;25;-8;
4041;43.5289;-0.6781;RCP4.5;H1;2.25;25;-8;
4042;43.5316;-0.5793;RCP4.5;H1;2.3;25;-8;
4043;43.5342;-0.4806;RCP4.5;H1;2.5;25;-8;
4044;43.5367;-0.3818;RCP4.5;H1;2.37;25;-8;
4045;43.5392;-0.283;RCP4.5;H1;2.73;25;-8;
4046;43.5415;-0.1843;RCP4.5;H1;2.67;25;-8;
4047;43.5438;-0.0855;RCP4.5;H1;2.59;25;-8;
4048;43.546;0.0133;RCP4.5;H1;3.12;25;-8;
4049;43.5481;0.1121;RCP4.5;H1;3.1;25;-8;
4050;43.55;0.211;RCP4.5;H1;3.13;25;-8;
4051;43.5519;0.3098;RCP4.5;H1;3;25;-9;
4052;43.5538;0.4086;RCP4.5;H1;3.06;25;-9;
4053;43.5555;0.5074;RCP4.5;H1;1.23;26;-9;
4054;43.5571;0.6063;RCP4.5;H1;3.23;26;-9;
4055;43.5586;0.7051;RCP4.5;H1;3.44;26;-10;
4056;43.5601;0.804;RCP4.5;H1;3.29;26;-10;
4057;43.5614;0.9028;RCP4.5;H1;3.46;27;-10;
4058;43.5627;1.0017;RCP4.5;H1;3.57;27;-10;
4059;43.5639;1.1006;RCP4.5;H1;3.13;28;-10;
4060;43.565;1.1994;RCP4.5;H1;3.15;29;-10;
4061;43.566;1.2983;RCP4.5;H1;3.27;29;-10;
4062;43.5669;1.3972;RCP4.5;H1;3.31;29;-11;
4063;43.5677;1.496;RCP4.5;H1;3.26;29;-11;
4064;43.5684;1.5949;RCP4.5;H1;3.29;30;-11;
4065;43.569;1.6938;RCP4.5;H1;3.43;31;-11;
4066;43.5696;1.7927;RCP4.5;H1;3.85;31;-11;
4067;43.57;1.8916;RCP4.5;H1;3.65;31;-11;
4068;43.5704;1.9905;RCP4.5;H1;3.8;32;-10;
4069;43.5707;2.0893;RCP4.5;H1;4.31;31;-10;
4070;43.5709;2.1882;RCP4.5;H1;4.54;31;-10;
4071;43.5709;2.2871;RCP4.5;H1;4.4;32;-10;
4072;43.5709;2.386;RCP4.5;H1;2.87;31;-10;
4073;43.5709;2.4849;RCP4.5;H1;1.3;34;-10;
4074;43.5707;2.5838;RCP4.5;H1;0.43;34;-10;
4075;43.5704;2.6827;RCP4.5;H1;0.71;35;-10;
4076;43.57;2.7816;RCP4.5;H1;0.58;36;-12;
4077;43.5696;2.8805;RCP4.5;H1;1.81;33;-9;
4078;43.5691;2.9793;RCP4.5;H1;3.22;31;-9;
4079;43.5684;3.0782;RCP4.5;H1;2.87;30;-8;
